name,barcode,id_category,id_subcategory,id_segment,stock,price_bought,price_sale,discount
Blackstonian Pencils,OFF-AR-10004752,2,3,1,10,5.34,10.48163546,0
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,OFF-AR-10001953,2,3,1,72,263.88,337.9465203,0
Boston 16701 Slimline Battery Pencil Sharpener,OFF-AR-10000411,2,3,1,64,47.82,54.92529685,0
Boston 16750 Black Compact Battery Pencil Sharpener,OFF-AR-10003772,2,3,1,60,35,58.26150082,0
Boston 16765 Mini Stand Up Battery Pencil Sharpener,OFF-AR-10000914,2,3,1,90,18.656,23.59324241,0.2
Boston 16801 Nautilus Battery Pencil Sharpener,OFF-AR-10002956,2,3,1,99,35.216,52.08642332,0.2
Boston 1730 StandUp Electric Pencil Sharpener,OFF-AR-10004691,2,3,1,89,64.14,87.01682829,0
Boston 1799 Powerhouse Electric Pencil Sharpener,OFF-AR-10004260,2,3,1,98,181.86,283.9664039,0
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",OFF-AR-10004587,2,3,1,50,19.83,32.64069361,0
Boston 1900 Electric Pencil Sharpener,OFF-AR-10002704,2,3,1,99,14.98,27.85336012,0
Boston 19500 Mighty Mite Electric Pencil Sharpener,OFF-AR-10004648,2,3,1,25,40.3,73.80413009,0
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",OFF-AR-10003582,2,3,1,5,56.3,101.5935827,0
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,OFF-AR-10002135,2,3,1,70,289.2,560.3796531,0
Boston Home & Office Model 2000 Electric Pencil Sharpeners,OFF-AR-10001725,2,3,1,63,47.3,70.55284432,0
Boston KS Multi-Size Manual Pencil Sharpener,OFF-AR-10004602,2,3,1,15,91.96,92.15270815,0
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",OFF-AR-10004042,2,3,1,89,86.304,163.7814622,0.2
"BOSTON Ranger #55 Pencil Sharpener, Black",OFF-AR-10001044,2,3,1,52,155.94,165.7095004,0
"Boston School Pro Electric Pencil Sharpener, 1670",OFF-AR-10003373,2,3,1,29,99.136,187.2395899,0.2
Bulldog Vacuum Base Pencil Sharpener,OFF-AR-10004344,2,3,1,24,95.92,105.1885686,0
Colorific Watercolor Pencils,OFF-AR-10004817,2,3,1,40,15.48,17.74148209,0
"Crayola Anti Dust Chalk, 12/Pack",OFF-AR-10003759,2,3,1,28,3.64,5.086994484,0
Crayola Colored Pencils,OFF-AR-10004757,2,3,1,90,2.624,5.071653996,0.2
Deluxe Chalkboard Eraser Cleaner,OFF-AR-10003752,2,3,1,31,23.1,38.25688746,0
Design Ebony Sketching Pencil,OFF-AR-10000369,2,3,1,15,6.672,10.81934898,0.2
"Dixon My First Ticonderoga Pencil, #2",OFF-AR-10003405,2,3,1,14,32.76,46.78463495,0.2
DIXON Oriole Pencils,OFF-AR-10002335,2,3,1,14,5.16,9.483387776,0
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",OFF-AR-10002399,2,3,1,93,17.04,28.37144986,0
Dixon Ticonderoga Core-Lock Colored Pencils,OFF-AR-10003179,2,3,1,69,36.44,45.67506519,0
DIXON Ticonderoga Erasable Checking Pencils,OFF-AR-10000716,2,3,1,48,11.16,13.86874556,0
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",OFF-AR-10001221,2,3,1,95,33.488,50.25814236,0.2
"Dixon Ticonderoga Maple Cedar Pencil, #2",OFF-AR-10000315,2,3,1,64,4.912,6.516635644,0.2
Dixon Ticonderoga Pencils,OFF-AR-10002467,2,3,1,96,4.768,7.633933025,0.2
"Eberhard Faber 3 1/2"" Golf Pencils",OFF-AR-10003338,2,3,1,73,5.952,11.83446155,0.2
Economy #2 Pencils,OFF-AR-10001770,2,3,1,19,10.64,13.97738929,0
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",OFF-AR-10002257,2,3,1,86,5.344,10.46535356,0.2
Faber Castell Col-Erase Pencils,OFF-AR-10002804,2,3,1,14,4.89,7.950169497,0
Fluorescent Highlighters by Dixon,OFF-AR-10003158,2,3,1,34,15.92,20.05893528,0
Hunt Boston Vacuum Mount KS Pencil Sharpener,OFF-AR-10004010,2,3,1,53,55.984,58.33700846,0.2
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",OFF-AR-10000475,2,3,1,88,46.64,47.56843027,0
"Hunt PowerHouse Electric Pencil Sharpener, Blue",OFF-AR-10000380,2,3,1,58,75.96,95.36489105,0
Lumber Crayons,OFF-AR-10001683,2,3,1,67,15.76,21.65752663,0.2
Manco Dry-Lighter Erasable Highlighter,OFF-AR-10000817,2,3,1,4,24.32,25.15290482,0
Model L Table or Wall-Mount Pencil Sharpener,OFF-AR-10001897,2,3,1,87,43.176,83.70179754,0.2
Newell 307,OFF-AR-10000823,2,3,1,33,5.46,8.470166826,0
Newell 308,OFF-AR-10004272,2,3,1,27,5.04,6.560969304,0
Newell 309,OFF-AR-10001446,2,3,1,60,34.65,59.48673576,0
Newell 31,OFF-AR-10004269,2,3,1,89,4.13,7.711906849,0
Newell 310,OFF-AR-10001315,2,3,1,15,5.28,9.193583679,0
Newell 311,OFF-AR-10001547,2,3,1,14,6.63,7.885998496,0
Newell 312,OFF-AR-10004078,2,3,1,45,9.344,15.81411657,0.2
Newell 313,OFF-AR-10001473,2,3,1,11,9.84,18.10499654,0
Newell 314,OFF-AR-10000122,2,3,1,16,17.856,31.14347206,0.2
Newell 315,OFF-AR-10004999,2,3,1,32,41.86,67.76297479,0
Newell 316,OFF-AR-10003217,2,3,1,32,27.384,37.94644319,0.2
Newell 317,OFF-AR-10001246,2,3,1,91,5.88,8.49656291,0
Newell 318,OFF-AR-10000246,2,3,1,95,19.46,30.15491052,0
Newell 319,OFF-AR-10001955,2,3,1,60,79.36,101.8923416,0.2
Newell 32,OFF-AR-10003190,2,3,1,87,11.52,12.76988938,0
Newell 320,OFF-AR-10000634,2,3,1,62,6.848,11.52626994,0.2
Newell 321,OFF-AR-10000127,2,3,1,96,5.248,5.375880702,0.2
Newell 322,OFF-AR-10002833,2,3,1,15,7.28,10.43867792,0
Newell 323,OFF-AR-10001972,2,3,1,45,9.408,14.11691509,0.2
Newell 324,OFF-AR-10000658,2,3,1,92,9.24,18.30740828,0.2
Newell 325,OFF-AR-10001419,2,3,1,80,16.52,27.31032498,0.2
Newell 326,OFF-AR-10001545,2,3,1,84,7.04,10.98718135,0
Newell 327,OFF-AR-10003811,2,3,1,66,6.63,12.54271857,0
Newell 328,OFF-AR-10000255,2,3,1,19,40.88,72.50226335,0
Newell 329,OFF-AR-10000896,2,3,1,40,16.4,19.26661892,0
Newell 33,OFF-AR-10004956,2,3,1,4,17.856,29.58751846,0.2
Newell 330,OFF-AR-10001427,2,3,1,49,5.98,6.34689427,0
Newell 331,OFF-AR-10001954,2,3,1,74,19.56,22.79979326,0.2
Newell 332,OFF-AR-10003394,2,3,1,63,8.82,9.73325528,0
Newell 333,OFF-AR-10003732,2,3,1,75,5.56,9.962028128,0
Newell 334,OFF-AR-10002067,2,3,1,48,99.2,109.65671,0
Newell 335,OFF-AR-10002578,2,3,1,90,11.52,18.85516762,0
Newell 336,OFF-AR-10000203,2,3,1,25,23.968,39.33597904,0.2
Newell 338,OFF-AR-10001227,2,3,1,84,8.82,14.06075618,0
Newell 339,OFF-AR-10001216,2,3,1,60,13.9,20.51390932,0
Newell 34,OFF-AR-10001615,2,3,1,43,59.52,84.92775776,0
Newell 341,OFF-AR-10003056,2,3,1,88,8.56,14.88235047,0
Newell 342,OFF-AR-10004974,2,3,1,31,9.84,13.09645625,0
Newell 343,OFF-AR-10000940,2,3,1,65,8.82,10.20573188,0
Newell 344,OFF-AR-10003856,2,3,1,15,8.34,16.55803231,0
Newell 345,OFF-AR-10000588,2,3,1,40,59.52,117.644726,0
Newell 346,OFF-AR-10002255,2,3,1,67,8.64,13.80884154,0
Newell 347,OFF-AR-10003504,2,3,1,18,12.84,13.23468118,0
Newell 348,OFF-AR-10003481,2,3,1,59,7.872,12.72059721,0.2
Newell 349,OFF-AR-10001177,2,3,1,65,13.12,20.02942615,0.2
Newell 35,OFF-AR-10003829,2,3,1,14,19.68,23.28096829,0
Newell 350,OFF-AR-10003651,2,3,1,93,9.84,14.81795229,0
Newell 351,OFF-AR-10002375,2,3,1,57,22.96,25.103224,0
Newell Chalk Holder,OFF-AR-10000390,2,3,1,3,3.304,3.821194327,0.2
Nontoxic Chalk,OFF-AR-10003469,2,3,1,84,2.816,3.78802864,0.2
"OIC #2 Pencils, Medium Soft",OFF-AR-10001919,2,3,1,9,3.76,5.196955191,0
Panasonic KP-150 Electric Pencil Sharpener,OFF-AR-10002240,2,3,1,6,75.48,123.8143316,0
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,OFF-AR-10003696,2,3,1,72,34.58,54.83624851,0
Panasonic KP-380BK Classic Electric Pencil Sharpener,OFF-AR-10004022,2,3,1,69,86.352,164.0911894,0.2
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,OFF-AR-10004456,2,3,1,41,73.2,97.22349227,0
Peel-Off China Markers,OFF-AR-10001915,2,3,1,1,29.79,48.5543271,0
Pencil and Crayon Sharpener,OFF-AR-10000422,2,3,1,98,6.57,12.24524948,0
Prang Colored Pencils,OFF-AR-10003045,2,3,1,53,14.7,24.21989298,0
Prang Drawing Pencil Set,OFF-AR-10002766,2,3,1,7,20.016,39.84917484,0.2
Prang Dustless Chalk Sticks,OFF-AR-10001868,2,3,1,73,1.68,2.010221528,0
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",OFF-AR-10002053,2,3,1,49,14.9,28.76802281,0
Prismacolor Color Pencil Set,OFF-AR-10002987,2,3,1,48,79.36,139.6608483,0
"Quartet Omega Colored Chalk, 12/Pack",OFF-AR-10003602,2,3,1,51,14.016,24.59713883,0.2
Rogers Handheld Barrel Pencil Sharpener,OFF-AR-10001662,2,3,1,77,2.74,4.258198638,0
Sanford 52201 APSCO Electric Pencil Sharpener,OFF-AR-10003903,2,3,1,78,40.97,69.09027936,0
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",OFF-AR-10001940,2,3,1,56,3.28,4.324773538,0
"Sanford Colorific Scented Colored Pencils, 12/Pack",OFF-AR-10004511,2,3,1,65,38.52,67.54202608,0
Sanford Liquid Accent Highlighters,OFF-AR-10002656,2,3,1,6,32.064,49.56549063,0.2
SANFORD Liquid Accent Tank-Style Highlighters,OFF-AR-10001022,2,3,1,25,5.68,7.069530243,0
SANFORD Major Accent Highlighters,OFF-AR-10002445,2,3,1,27,11.328,12.0782822,0.2
Sanford Pocket Accent Highlighters,OFF-AR-10000462,2,3,1,39,3.2,4.682561168,0
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",OFF-AR-10001468,2,3,1,97,89.856,113.0664082,0.2
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",OFF-AR-10001026,2,3,1,68,2.2,2.54600371,0
Stanley Bostitch Contemporary Electric Pencil Sharpeners,OFF-AR-10001958,2,3,1,90,27.168,45.63592418,0.2
Stanley Contemporary Battery Pencil Sharpeners,OFF-AR-10002952,2,3,1,33,120.15,225.3482703,0
Staples in misc. colors,OFF-AR-10001166,2,3,1,99,22.74,44.76100427,0
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",OFF-AR-10003896,2,3,1,94,17.94,30.365817,0
Turquoise Lead Holder with Pocket Clip,OFF-AR-10004930,2,3,1,8,20.1,33.76442164,0
Zebra Zazzle Fluorescent Highlighters,OFF-AR-10003560,2,3,1,23,19.456,24.47333113,0.2
4009 Highlighters,OFF-AR-10003477,2,3,2,50,8.04,15.95374531,0
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",OFF-AR-10004165,2,3,2,92,5.472,8.589402856,0.2
"Boston Model 1800 Electric Pencil Sharpener, Gray",OFF-AR-10000538,2,3,2,83,67.56,78.39181533,0.2
Bulldog Table or Wall-Mount Pencil Sharpener,OFF-AR-10001988,2,3,2,90,17.97,27.2821534,0
Col-Erase Pencils with Erasers,OFF-AR-10000799,2,3,2,32,18.24,29.75215298,0
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",OFF-AR-10000937,2,3,2,2,175.44,328.0438646,0.2
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",OFF-AR-10002671,2,3,2,55,1113.024,1708.068579,0.2
Newell 337,OFF-AR-10003958,2,3,2,44,5.248,7.038160901,0.2
"Quartet Alpha White Chalk, 12/Pack",OFF-AR-10001130,2,3,2,42,8.84,10.73315141,0.2
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",OFF-AR-10001231,2,3,2,6,4.2,4.81409767,0
Newell 340,OFF-AR-10003770,2,3,3,31,17.28,19.92648553,0
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,OFF-AR-10002818,2,3,3,15,87.92,96.35398713,0
3M Organizer Strips,OFF-BI-10003669,2,4,1,18,8.64,8.803163791,0.2
3-ring staple pack,OFF-BI-10004187,2,4,1,32,5.64,9.093799191,0
Acco 3-Hole Punch,OFF-BI-10003460,2,4,1,100,17.52,17.99270526,0.2
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",OFF-BI-10001628,2,4,1,58,20.86,22.6695057,0
Acco D-Ring Binder w/DublLock,OFF-BI-10001098,2,4,1,57,51.312,56.87160876,0.2
Acco Expandable Hanging Binders,OFF-BI-10003350,2,4,1,85,12.76,14.81718635,0
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",OFF-BI-10000962,2,4,1,35,117.144,170.1046498,0.2
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",OFF-BI-10003708,2,4,1,80,29.8,35.71645556,0.2
Acco Hanging Data Binders,OFF-BI-10002160,2,4,1,48,3.048,4.674926654,0.2
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",OFF-BI-10001759,2,4,1,99,6.096,10.60210338,0.2
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",OFF-BI-10001525,2,4,1,66,6.858,11.248388,0.7
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",OFF-BI-10003712,2,4,1,53,5.892,7.178739916,0.7
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",OFF-BI-10000605,2,4,1,63,15.24,28.05586688,0.2
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",OFF-BI-10001078,2,4,1,64,25.824,42.24738654,0.2
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",OFF-BI-10001132,2,4,1,6,43.04,79.36796848,0
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",OFF-BI-10000822,2,4,1,76,17.216,29.23857163,0.2
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",OFF-BI-10000279,2,4,1,48,23.12,24.43769667,0.2
Acco Suede Grain Vinyl Round Ring Binder,OFF-BI-10004022,2,4,1,8,1.112,1.863190974,0.8
Acco Translucent Poly Ring Binders,OFF-BI-10000138,2,4,1,18,18.72,19.07328461,0.2
"ACCOHIDE 3-Ring Binder, Blue, 1""",OFF-BI-10004970,2,4,1,12,13.216,18.87185012,0.2
ACCOHIDE Binder by Acco,OFF-BI-10002976,2,4,1,27,16.52,31.64297301,0.2
Accohide Poly Flexible Ring Binders,OFF-BI-10003196,2,4,1,44,11.22,19.43790799,0.7
Aluminum Screw Posts,OFF-BI-10003707,2,4,1,20,36.624,64.52856944,0.2
"Angle-D Binders with Locking Rings, Label Holders",OFF-BI-10000050,2,4,1,90,23.36,30.29175509,0.2
Angle-D Ring Binders,OFF-BI-10000848,2,4,1,93,3.282,4.179411662,0.7
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",OFF-BI-10003694,2,4,1,96,50.112,62.00825098,0.2
Avery Arch Ring Binders,OFF-BI-10002026,2,4,1,43,17.43,19.31944853,0.7
Avery Binder Labels,OFF-BI-10000591,2,4,1,46,9.336,12.65988424,0.2
Avery Binding System Hidden Tab Executive Style Index Sets,OFF-BI-10004654,2,4,1,21,4.616,7.394553642,0.2
Avery Durable Binders,OFF-BI-10000546,2,4,1,83,2.88,3.726795572,0
"Avery Durable Plastic 1"" Binders",OFF-BI-10003981,2,4,1,78,27.24,39.10674741,0
Avery Durable Poly Binders,OFF-BI-10002827,2,4,1,93,3.318,5.845096855,0.7
Avery Durable Slant Ring Binders,OFF-BI-10004465,2,4,1,23,4.752,6.065720551,0.7
Avery Durable Slant Ring Binders With Label Holder,OFF-BI-10003727,2,4,1,20,6.27,12.01035852,0.7
"Avery Durable Slant Ring Binders, No Labels",OFF-BI-10003274,2,4,1,36,2.388,2.775308254,0.7
"Avery Flip-Chart Easel Binder, Black",OFF-BI-10001196,2,4,1,5,89.52,125.1681453,0
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",OFF-BI-10002571,2,4,1,13,15.968,28.8489202,0.2
Avery Hanging File Binders,OFF-BI-10003305,2,4,1,45,14.352,25.60430877,0.2
Avery Heavy-Duty EZD  Binder With Locking Rings,OFF-BI-10002309,2,4,1,21,16.74,18.87721851,0
Avery Heavy-Duty EZD View Binder with Locking Rings,OFF-BI-10001249,2,4,1,65,5.104,8.480623441,0.8
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,2,4,1,9,1.788,2.607555191,0.8
Avery Hole Reinforcements,OFF-BI-10001097,2,4,1,45,19.936,27.81597713,0.2
Avery Legal 4-Ring Binder,OFF-BI-10004308,2,4,1,42,6.294,8.471467938,0.7
Avery Metallic Poly Binders,OFF-BI-10003476,2,4,1,64,45.84,88.68937775,0
Avery Non-Stick Binders,OFF-BI-10000829,2,4,1,78,17.96,21.77870715,0
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,OFF-BI-10000136,2,4,1,46,35.88,62.58837523,0
Avery Poly Binder Pockets,OFF-BI-10001890,2,4,1,6,7.16,10.15491222,0
Avery Premier Heavy-Duty Binder with Round Locking Rings,OFF-BI-10002706,2,4,1,42,14.28,26.81382413,0
Avery Printable Repositionable Plastic Tabs,OFF-BI-10000404,2,4,1,78,41.28,43.82085096,0.2
Avery Recycled Flexi-View Covers for Binding Systems,OFF-BI-10000474,2,4,1,33,9.618,11.11316091,0.7
Avery Reinforcements for Hole-Punch Pages,OFF-BI-10002813,2,4,1,96,2.772,4.564215482,0.8
Avery Round Ring Poly Binders,OFF-BI-10003529,2,4,1,89,9.088,14.53623765,0.2
Avery Self-Adhesive Photo Pockets for Polaroid Photos,OFF-BI-10002982,2,4,1,61,38.136,50.82012305,0.2
"Avery Trapezoid Extra Heavy Duty 4"" Binders",OFF-BI-10002931,2,4,1,5,167.76,196.3986454,0.2
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",OFF-BI-10002794,2,4,1,90,36.882,48.66507199,0.7
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",OFF-BI-10000201,2,4,1,84,1.476,1.636620318,0.8
Binder Posts,OFF-BI-10002393,2,4,1,82,17.22,25.70896841,0
Binding Machine Supplies,OFF-BI-10003364,2,4,1,42,70.008,98.24814913,0.2
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",OFF-BI-10002897,2,4,1,97,5.872,7.161098619,0.2
Canvas Sectional Post Binders,OFF-BI-10001191,2,4,1,72,152.76,239.8498331,0
Cardinal EasyOpen D-Ring Binders,OFF-BI-10001036,2,4,1,71,18.28,24.6540038,0
Cardinal Holdit Business Card Pockets,OFF-BI-10003355,2,4,1,6,19.92,38.99124475,0.2
Cardinal Hold-It CD Pocket,OFF-BI-10002194,2,4,1,7,4.788,4.894754437,0.8
Cardinal Holdit Data Disk Pockets,OFF-BI-10003963,2,4,1,24,29.12,53.31947504,0.2
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",OFF-BI-10003429,2,4,1,72,25.32,32.40710828,0.2
Cardinal Poly Pocket Divider Pockets for Ring Binders,OFF-BI-10004528,2,4,1,93,10.752,14.72482248,0.2
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",OFF-BI-10002103,2,4,1,80,8.69,12.55942182,0.8
Cardinal Slant-D Ring Binders,OFF-BI-10002072,2,4,1,30,17.38,29.87214829,0
Catalog Binders with Expanding Posts,OFF-BI-10004224,2,4,1,100,121.104,136.0900017,0.7
Clear Mylar Reinforcing Strips,OFF-BI-10002498,2,4,1,54,119.616,191.9350321,0.2
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",OFF-BI-10004410,2,4,1,20,38.22,46.71114281,0
Computer Printout Index Tabs,OFF-BI-10003784,2,4,1,72,1.344,2.52928226,0.8
Deluxe Heavy-Duty Vinyl Round Ring Binder,OFF-BI-10001510,2,4,1,81,18.336,33.3783214,0.8
Durable Pressboard Binders,OFF-BI-10003655,2,4,1,87,19,27.23220613,0
DXL Angle-View Binders with Locking Rings by Samsill,OFF-BI-10003910,2,4,1,4,18.504,31.79929001,0.2
"DXL Angle-View Binders with Locking Rings, Black",OFF-BI-10001900,2,4,1,88,28.752,42.92246494,0.2
Economy Binders,OFF-BI-10004182,2,4,1,95,1.248,1.546470742,0.8
Fellowes Binding Cases,OFF-BI-10001294,2,4,1,91,37.44,62.64223899,0.2
Fellowes Black Plastic Comb Bindings,OFF-BI-10002071,2,4,1,75,13.944,16.30142617,0.2
Fellowes PB200 Plastic Comb Binding Machine,OFF-BI-10003656,2,4,1,4,407.976,412.5118735,0.2
Fellowes PB300 Plastic Comb Binding Machine,OFF-BI-10003925,2,4,1,65,2715.93,3395.328527,0
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,OFF-BI-10003527,2,4,1,6,6354.95,9581.39844,0
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,2,4,1,24,17.46,26.98813219,0.8
"Fellowes Twister Kit, Gray/Clear, 3/pkg",OFF-BI-10004209,2,4,1,16,19.296,23.14235342,0.2
Flexible Leather- Look Classic Collection Ring Binder,OFF-BI-10004738,2,4,1,43,5.682,6.489173565,0.7
GBC Binding covers,OFF-BI-10004632,2,4,1,63,182.994,213.3301007,0.8
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",OFF-BI-10001072,2,4,1,64,45.48,57.6330239,0
GBC DocuBind 200 Manual Binding Machine,OFF-BI-10004390,2,4,1,38,505.176,818.8189727,0.7
GBC DocuBind 300 Electric Binding Machine,OFF-BI-10003650,2,4,1,22,157.794,164.1204357,0.7
GBC DocuBind P100 Manual Binding Machine,OFF-BI-10004519,2,4,1,34,398.352,759.1245746,0.2
GBC DocuBind P400 Electric Binding System,OFF-BI-10004995,2,4,1,31,4355.168,5038.285164,0.2
GBC DocuBind P50 Personal Binding Machine,OFF-BI-10001718,2,4,1,5,511.84,650.9414757,0
GBC DocuBind TL200 Manual Binding Machine,OFF-BI-10003091,2,4,1,84,895.92,1559.727499,0.2
GBC DocuBind TL300 Electric Binding System,OFF-BI-10001359,2,4,1,57,1793.98,2432.294439,0
GBC Durable Plastic Covers,OFF-BI-10003638,2,4,1,38,58.05,111.813605,0
GBC Ibimaster 500 Manual ProClick Binding System,OFF-BI-10000545,2,4,1,53,1141.47,1794.137932,0.7
GBC Imprintable Covers,OFF-BI-10000088,2,4,1,43,8.784,16.77795471,0.8
GBC Instant Index System for Binding Systems,OFF-BI-10001679,2,4,1,58,18.648,36.76122535,0.7
GBC Instant Report Kit,OFF-BI-10000301,2,4,1,21,32.35,60.98893785,0
"GBC Laser Imprintable Binding System Covers, Desert Sand",OFF-BI-10000948,2,4,1,85,42.81,79.01254414,0
GBC Linen Binding Covers,OFF-BI-10001575,2,4,1,42,18.588,29.1702704,0.7
GBC Personal VeloBind Strips,OFF-BI-10004817,2,4,1,94,57.504,105.1060938,0.2
GBC Plastic Binding Combs,OFF-BI-10000320,2,4,1,76,11.808,21.05367169,0.2
GBC Plasticlear Binding Covers,OFF-BI-10003166,2,4,1,55,10.332,11.81172742,0.7
GBC Poly Designer Binding Covers,OFF-BI-10004828,2,4,1,95,40.176,52.53867716,0.2
GBC Premium Transparent Covers with Diagonal Lined Pattern,OFF-BI-10001524,2,4,1,61,37.764,63.58293505,0.7
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",OFF-BI-10004233,2,4,1,82,25.584,29.39398443,0.2
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",OFF-BI-10000069,2,4,1,41,84.056,165.9203074,0.2
GBC Prestige Therm-A-Bind Covers,OFF-BI-10002735,2,4,1,72,171.55,336.0965976,0
GBC ProClick 150 Presentation Binding System,OFF-BI-10004584,2,4,1,100,189.588,330.7935146,0.7
GBC ProClick Punch Binding System,OFF-BI-10001071,2,4,1,100,51.184,91.32242055,0.8
GBC ProClick Spines for 32-Hole Punch,OFF-BI-10002414,2,4,1,57,7.518,10.22802154,0.7
GBC Recycled Grain Textured Covers,OFF-BI-10004230,2,4,1,45,31.086,39.08464992,0.7
GBC Recycled Regency Composition Covers,OFF-BI-10002867,2,4,1,3,334.768,509.3240203,0.2
GBC Recycled VeloBinder Covers,OFF-BI-10004001,2,4,1,70,35.784,53.05780784,0.7
GBC Standard Plastic Binding Systems Combs,OFF-BI-10004094,2,4,1,46,3.54,4.883184623,0.8
GBC Standard Plastic Binding Systems' Combs,OFF-BI-10001308,2,4,1,70,25.12,25.54808383,0.2
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",OFF-BI-10003676,2,4,1,67,10.78,14.8009369,0.8
GBC Standard Therm-A-Bind Covers,OFF-BI-10001658,2,4,1,79,14.952,19.27124937,0.7
GBC Twin Loop Wire Binding Elements,OFF-BI-10002082,2,4,1,35,19.968,24.59149751,0.7
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",OFF-BI-10000309,2,4,1,91,12.176,12.84826809,0.8
GBC VeloBind Cover Sets,OFF-BI-10002353,2,4,1,23,13.896,20.93684862,0.7
"GBC Velobind Prepunched Cover Sets, Regency Series",OFF-BI-10004330,2,4,1,70,55.47,82.63745782,0.7
GBC VeloBinder Electric Binding Machine,OFF-BI-10000778,2,4,1,31,254.058,318.6334224,0.7
GBC VeloBinder Manual Binding System,OFF-BI-10001543,2,4,1,10,287.92,439.224428,0
"GBC White Gloss Covers, Plain Front",OFF-BI-10001107,2,4,1,24,81.088,124.6232578,0.2
GBC Wire Binding Combs,OFF-BI-10001617,2,4,1,7,8.272,10.94789089,0.8
GBC Wire Binding Strips,OFF-BI-10004781,2,4,1,15,76.176,99.78675133,0.2
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",OFF-BI-10003876,2,4,1,71,128.4,200.9052651,0
Heavy-Duty E-Z-D Binders,OFF-BI-10000014,2,4,1,93,17.456,29.90749877,0.2
Ibico Covers for Plastic or Wire Binding Elements,OFF-BI-10004965,2,4,1,45,34.5,34.79137389,0
Ibico EB-19 Dual Function Manual Binding System,OFF-BI-10004318,2,4,1,17,691.96,855.5213669,0
Ibico EPK-21 Electric Binding System,OFF-BI-10001120,2,4,1,65,9449.95,9608.83988,0
Ibico Ibimaster 300 Manual Binding System,OFF-BI-10004600,2,4,1,23,735.98,1180.80028,0
Ibico Laser Imprintable Binding System Covers,OFF-BI-10004593,2,4,1,10,78.6,131.8286604,0.7
Ibico Plastic and Wire Spiral Binding Combs,OFF-BI-10001636,2,4,1,52,26.976,44.01755331,0.2
Ibico Plastic Spiral Binding Combs,OFF-BI-10000977,2,4,1,81,91.2,181.8495764,0
